DOC_DEPT_2~1053~rmaMp~~0013~4~0018~4~~~~~~~~~~~~~~~~~~~~
DOC_PARTNERSHIP~1053~rmaMp~~0001~1~0001~1~~~~~~~~~~~~~~~~~~~~
CHARGE_STATUS~1053~rmaMp~~0001~1~0001~1~~~~~~~~`Y`es charge, ` `=no charge, charges `C`ancelled~~~~~~~~~~~~
OBEC_TRANS_CODE~1053~rmaMp~~0001~6~0001~6~~~~~~~~~~~~~~~~~~~~
OBEC_SUBMISSION_ID~1053~rmaMp~~0001~4~0001~4~~~~~~~~4 characters to identify submission of OBEC~~~~~~~~~~~~
MANUAL_REJECTED_CLAIM~1053~rmaMp~~0001~10~0001~10~~~~~~~~~~~~~~~~~~~~
SUBMITTED_REJECTED_CLAIM~1053~rmaMp~~0001~10~0001~10~~~~~~~~~~~~~~~~~~~~
MANUAL_REJECTED_CLAIMS_HIST_REC~1053~rmaMp~~0001~52~0001~52~~~~~~~~~~~~~~~~~~~~
RAT_REJECTED_CLAIM~1053~rmaMp~~0001~10~0001~10~~~~~~~~~~~~~~~~~~~~
RAT_REJECTED_CLAIM_DTL~1053~rmaMp~~0001~16~0001~16~~~~~~~~~~~~~~~~~~~~
ENTRY_DATE~1053~rmaMp~~~~~~~~~~~~date entry~~~~~date entry~~~~~~~Y2K_DATE~
ENTRY_TIME~1053~rmaMp~~0013~4~0018~4~~~~~~~~~~~~~~~~^^:^^~~~~
ENTRY_TIME_LONG~1053~rmaMp~~0013~8~0018~8~~~~~~~~~~~~~~~~^^:^^:^^^^~~~~
ENTRY_USER_ID~1053~rmaMp~~0001~15~0001~15~~~~~~~~~~~~~~~~~~~~
SERVICE_DATE~1053~rmaMp~~0001~6~0001~6~~~~~~~~~~~~~~~~~~~~
PED~1053~rmaMp~~~~~~~~~~~~~~~~~~~~~~~~Y2K_DATE~
PED_YYYYMM~1053~rmaMp~~0013~6~0018~6~~~~~~~~number which uniquely identifies this PED yyyymm~~0~~~ ~~~^^^^^^~~1~~
FEE_OMA~1053~rmaMp~~0013~8~0018~8~~2~~~~~~~~~~~~~~~~~~
FEE_OHIP~1053~rmaMp~~0013~8~0018~8~~2~~~~~~~~~~~~~~~~~~
FEE_PAID~1053~rmaMp~~0013~8~0018~8~~2~~~~~~~~~~~~~~~~~~
FEE_DUE~1053~rmaMp~~0013~8~0018~8~~2~~~~~~~~~~~~~~~~~~
FILLER_CR~1053~rmaMp~~0001~1~0001~1~~~~~~~~~~~~~~~~~~~~
FILLER_LF~1053~rmaMp~~0001~1~0001~1~~~~~~~~~~~~~~~~~~~~
FILLER_7~1053~rmaMp~~0001~7~0001~7~~~~~~~~~~~~~~~~~~~~
FILLER_BRAD1~1053~rmaMp~~0001~15~0001~15~~~~~~~~~~~~~~~~~~~~
FILLER_BRAD2~1053~rmaMp~~0001~1~0001~1~~~~~~~~~~~~~~~~~~~~
FILLER_BRAD3~1053~rmaMp~~0001~22~0001~22~~~~~~~~~~~~~~~~~~~~
CLAIM_NBR_BRAD~1053~rmaMp~~0001~10~0001~10~~~~~~~~~~~~~~~~~~~~
OHIP_STATUS~1053~rmaMp~~0001~2~0001~2~~~~~~~~~~~~~~~~~~~~
ACCOUNTING_NBR~1053~rmaMp~~0001~8~0001~8~~~~~~~~~~~~~~~~~~~~
ACCOUNTING_PERIOD_DATE_END~1053~rmaMp~~~~~~~~~~~~~date that accounting period officially closes~~~~~~~~~~~Y2K_DATE~
ACCOUNTING_PERIOD_NBR~1053~rmaMp~~0013~2~0018~2~~~~~~~~~~0~~~ ~~~~~1~~
ADD_ACCOUNTING_NBR~1053~rmaMp~~0001~8~0001~8~~~~~~~~~~~~~~~~~~~~
ADD_ADDRESS_LINE_1~1053~rmaMp~~0001~25~0001~25~~~~~~~~~~~~~~~~~~~~
ADD_ADDRESS_LINE_2~1053~rmaMp~~0001~25~0001~25~~~~~~~~~~~~~~~~~~~~
ADD_ADDRESS_LINE_3~1053~rmaMp~~0001~25~0001~25~~~~~~~~~~~~~~~~~~~~
ADD_BIRTH_DATE~1053~rmaMp~~~~~~~~~~~~~~~~~~~~~~~~Y2K_DATE~
ADD_DOC_OHIP_NBR~1053~rmaMp~~0013~6~0018~6~~~~~~~~~~~~~~~~~~~~
ADD_FIRST_NAME~1053~rmaMp~~0001~25~0001~25~~~~~~~~~~~~~~~~~~~~
ADD_PHONE_NO~1053~rmaMp~~0001~20~0001~20~~~~~~~~~~~~~~~~~~~~
ADD_POSTAL_CODE~1053~rmaMp~~0001~9~0001~9~~~~~~~~~~~~~~~~~~~~
ADD_REC_TYPE~1053~rmaMp~~0001~1~0001~1~~~~~~~~~~~~~~~~~~~~
ADD_SEX~1053~rmaMp~~0001~1~0001~1~~~~~~~~~~~~~~~~~~~~
ADD_SURNAME~1053~rmaMp~~0001~25~0001~25~~~~~~~~~~~~~~~~~~~~
ADDR_FILLER~1053~rmaMp~~0001~2~0001~2~~~~~~~~~~~~~~~~~~~~
ADDR_FILLER_2~1053~rmaMp~~0001~165~0001~165~~~~~~~~~~~~~~~~~~~~
ADDR_LINE_1~1053~rmaMp~~0001~25~0001~25~~~~~~~~~~~~~~~~~~~~
ADDR_LINE_2~1053~rmaMp~~0001~25~0001~25~~~~~~~~~~~~~~~~~~~~
ADDR_LINE_3~1053~rmaMp~~0001~18~0001~18~~~~~~~~~~~~~~~~~~~~
ADDR_LN_1~1053~rmaMp~~0001~25~0001~25~~~~~~~~~~~~~~~~~~~~
ADDR_LN_2~1053~rmaMp~~0001~25~0001~25~~~~~~~~~~~~~~~~~~~~
ADDR_LN_3~1053~rmaMp~~0001~18~0001~18~~~~~~~~~~~~~~~~~~~~
ADDR_PC~1053~rmaMp~~0001~6~0001~6~~~~~~~~~~~~~~~~~~~~
ADDR_POSTAL_CD~1053~rmaMp~~0001~6~0001~6~~~~~~~~~~~~~~~~~~~~
ADDR_REC_ID~1053~rmaMp~~0001~1~0001~1~~~~~~~~~~~~~~~~~~~~
ADDR_TRANS_ID~1053~rmaMp~~0001~2~0001~2~~~~~~~~~~~~~~~~~~~~
ADDRESS_1~1053~rmaMp~~0001~30~0001~30~~~~~~~~~~~~~~~~~~~~
ADDRESS_2~1053~rmaMp~~0001~30~0001~30~~~~~~~~~~~~~~~~~~~~
ADDRESS_3~1053~rmaMp~~0001~30~0001~30~~~~~~~~~~~~~~~~~~~~
ADDRESS_REC~1053~rmaMp~~0001~239~0001~239~~~~~~~~~~~~~~~~~~~~
ADJ_AGENT_CD~1053~rmaMp~~0013~1~0018~1~~~~~~~~~~~~~~~~~~~~
ADJ_AMT_BAL~1053~rmaMp~~0013~7~0018~7~~2~~~~~~~~~~~~~~~~~~
ADJ_BATCH_NBR~1053~rmaMp~~0001~8~0001~8~~~~~~~~~~~~~~~~~~~~
ADJ_CLAIM_NBR~1053~rmaMp~~0013~2~0018~2~~~~~~~~~~~~~~~~~~~~
ADJ_DIAG_CD~1053~rmaMp~~0013~3~0018~3~~~~~~~~~~~~~~~~~~~~
ADJ_LINE_NO~1053~rmaMp~~0013~2~0018~2~~~~~~~~~~~~~~~~~~~~
ADJ_OMA_CD_SUFF~1053~rmaMp~~0001~5~0001~5~~~~~~~~~~~~~~~~~~~~
ADJ_PAT_ACRONYM~1053~rmaMp~~0001~9~0001~9~~~~~~~~~~~~~~~~~~~~
ADJ_SERV_DATE~1053~rmaMp~~~~~~~~~~~~~~~~~~~~~~~~Y2K_DATE~
AFFECT_FROSS~1053~rmaMp~~0001~1~0001~1~~~0002~~~~~~~~~~~~~~~~~
AFFECT_GROSS~1053~rmaMp~~0001~1~0001~1~~~~~~~~~~~~~~20~~~~~~
AFFECT_GROSS0~1053~rmaMp~~0001~1~0001~1~~~0002~~~~~indicates if transaction is to affect `gross - 0` total~~~~~~~~~~~~
AFFECT_GROSS1~1053~rmaMp~~0001~1~0001~1~~~0002~~~~~indicates if transaction is to affect `gross - 1` total~~~~~~~~~~~~
AFFECT_GROSS10~1053~rmaMp~~0001~1~0001~1~~~0002~~~~~~~~~~~~~~~~~
AFFECT_GROSS11~1053~rmaMp~~0001~1~0001~1~~~0002~~~~~~~~~~~~~~~~~
AFFECT_GROSS12~1053~rmaMp~~0001~1~0001~1~~~0002~~~~~~~~~~~~~~~~~
AFFECT_GROSS13~1053~rmaMp~~0001~1~0001~1~~~0002~~~~~~~~~~~~~~~~~
AFFECT_GROSS14~1053~rmaMp~~0001~1~0001~1~~~0002~~~~~~~~~~~~~~~~~
AFFECT_GROSS15~1053~rmaMp~~0001~1~0001~1~~~0002~~~~~~~~~~~~~~~~~
AFFECT_GROSS16~1053~rmaMp~~0001~1~0001~1~~~0002~~~~~~~~~~~~~~~~~
AFFECT_GROSS17~1053~rmaMp~~0001~1~0001~1~~~0002~~~~~~~~~~~~~~~~~
AFFECT_GROSS18~1053~rmaMp~~0001~1~0001~1~~~0002~~~~~~~~~~~~~~~~~
AFFECT_GROSS19~1053~rmaMp~~0001~1~0001~1~~~0002~~~~~~~~~~~~~~~~~
AFFECT_GROSS2~1053~rmaMp~~0001~1~0001~1~~~0002~~~~~indicates if transaction to affect `gross - 2` total~~~~~~~~~~~~
AFFECT_GROSS3~1053~rmaMp~~0001~1~0001~1~~~0002~~~~~indicates if transaction is to affect `gross - 3` total~~~~~~~~~~~~
AFFECT_GROSS4~1053~rmaMp~~0001~1~0001~1~~~0002~~~~~indicates if transaction is to affect `gross - 4` total~~~~~~~~~~~~
AFFECT_GROSS5~1053~rmaMp~~0001~1~0001~1~~~0002~~~~~indicates if transaction is to affect `gross - 5` total~~~~~~~~~~~~
AFFECT_GROSS6~1053~rmaMp~~0001~1~0001~1~~~0002~~~~~indicates if transaction is to affect `gross - 6` total~~~~~~~~~~~~
AFFECT_GROSS7~1053~rmaMp~~0001~1~0001~1~~~0002~~~~~indicates if transaction is to affect `gross - 7` total~~~~~~~~~~~~
AFFECT_GROSS8~1053~rmaMp~~0001~1~0001~1~~~0002~~~~~indicates if transaction is to affect `gross - 8` total~~~~~~~~~~~~
AFFECT_GROSS9~1053~rmaMp~~0001~1~0001~1~~~0002~~~~~indicates if transaction is to affect `gross - 9` total~~~~~~~~~~~~
AGENT_CD~1053~rmaMp~~0013~1~0018~1~~~~~~~~~~~~~~~~~~~~
ALTERNATIVE_DOC_DEPT~1053~rmaMp~~0013~2~0018~2~~~~~~~~~~~~~~~~~~~~
ALTERNATIVE_DOC_NBR~1053~rmaMp~~0001~3~0001~3~~~~~~~~~~~~~~~~~~~~
AMT_EMPLOYEE~1053~rmaMp~~0013~10~0018~10~~4~~~~~~~~~~~~~~~~~~
AMT_EMPLOYER~1053~rmaMp~~0013~10~0018~10~~4~~~~~~~~~~~~~~~~~~
AMT_GROSS~1053~rmaMp~~0013~9~0018~9~~2~~~~~~~~2~~~ ~~~~~5~~-
AMT_MTD~1053~rmaMp~~0013~9~0018~9~~2~~~~~~~~~~~~~~~~~~
SIGNED_AMT_NET~1053~rmaMp~~0013~9~0018~9~~2~~~~~~~~2~~~ ~~~~~5~~-
AMT_NET~1053~rmaMp~~0013~9~0018~9~~2~~~~~~~~2~~~ ~~~~~5~~-
AMT_PER_UNIT~1053~rmaMp~~0013~10~0018~10~~4~~~~~~~~~~~~~~~~~~
AMT_TAXABLE~1053~rmaMp~~0013~10~0018~10~~4~~~~~~~~~~~~~~~~~~
AMT_YTD~1053~rmaMp~~0013~9~0018~9~~2~~~~~~~~~~~~~~~~~~
APPPTI_FD_PAT_SURNAME~1053~rmaMp~~0001~15~0001~15~~~~~~~~~~~~~~~~~~~~
APPTI_ED_MATCH_DATA~1053~rmaMp~~0001~19~0001~19~~~~~~~~~~~~~~~~~~~~
APPTI_FD_CHART~1053~rmaMp~~0001~15~0001~15~~~~~~~~~~~~~~~~~~~~
APPTI_FD_CHART_NBR~1053~rmaMp~~0001~16~0001~16~~~~~~~~~~~~~~~~~~~~
APPTI_FD_CHART_TYPE~1053~rmaMp~~0001~1~0001~1~~~~~~~~~~~~~~~~~~~~
APPTI_FD_CLINIC_NBR~1053~rmaMp~~0001~2~0001~2~~~~~~~~~~~~~~~~~~~~
APPTI_FD_CRT_NBR_DTL_RECS~1053~rmaMp~~0013~1~0018~1~~~~~~~~~~~~~~~~~~~~
APPTI_FD_DISCHARGE_DATE~1053~rmaMp~~~~~~~~~~~~~~~~~~~~~~~~Y2K_DATE~
APPTI_FD_DOC_ALFA~1053~rmaMp~~0001~4~0001~4~~~~~~~~~~~~~~~~~~~~
APPTI_FD_DOC_NBR~1053~rmaMp~~0001~4~0001~4~~~~~~~~~~~~~~~~~~~~
APPTI_FD_DOC_NUM~1053~rmaMp~~0013~4~0018~4~~~~~~~~~~~~~~~~~~~~
APPTI_FD_DTL_NBR_SVC~1053~rmaMp~~0013~3~0018~3~~~~~~~~~~~~~~~~~~~~
APPTI_FD_DTL_OMA_CODE~1053~rmaMp~~0001~5~0001~5~~~~~~~~~~~~~~~~~~~~
APPTI_FD_DTL_OMA_SUFF~1053~rmaMp~~0001~1~0001~1~~~~~~~~~~~~~~~~~~~~
APPTI_FD_DTL_OMS_1_4~1053~rmaMp~~0001~4~0001~4~~~~~~~~~~~~~~~~~~~~
APPTI_FD_DTL_RECORDS~1053~rmaMp~~0001~14~0001~14~~~~~~~~~~~~~~~~~~~~
APPTI_FD_DTL_SVC_DATE~1053~rmaMp~~~~~~~~~~~~~~~~~~~~~~~~Y2K_DATE~
APPTI_FD_DTL_SVC_DATE_DD~1053~rmaMp~~0013~2~0018~2~~~~~~~~~~~~~~~~~~~~
APPTI_FD_DTL_SVC_DATE_MM~1053~rmaMp~~0013~2~0018~2~~~~~~~~~~~~~~~~~~~~
APPTI_FD_DTL_SVC_DATE_R~1053~rmaMp~~~~~~~~~~~~~~~~~~~~~~~~Y2K_DATE~
APPTI_FD_DTL_SVC_DATE_YY~1053~rmaMp~~0013~4~0018~4~~~~~~~~~~~~~~~~~~~~
APPTI_FD_LOC_CD~1053~rmaMp~~0001~4~0001~4~~~~~~~~~~~~~~~~~~~~
APPTI_FD_MATCH_DATA~1053~rmaMp~~0001~19~0001~19~~~~~~~~~~~~~~~~~~~~
APPTI_FD_PAT_FIRST_NAME~1053~rmaMp~~0001~12~0001~12~~~~~~~~~~~~~~~~~~~~
APPTI_FD_RECORD_STATUS~1053~rmaMp~~0001~1~0001~1~~~~~~~~~~~~~~~~~~~~
APPTI_RD_DOC_ALFA~1053~rmaMp~~0001~4~0001~4~~~~~~~~~~~~~~~~~~~~
APPTO_BATCH_NBR~1053~rmaMp~~0001~9~0001~9~~~~~~~~~~~~~~~~~~~~
APPTO_CHARGE_IND~1053~rmaMp~~0001~1~0001~1~~~~~~~~~~~~~~~~~~~~
APPTO_CHART~1053~rmaMp~~0001~15~0001~15~~~~~~~~~~~~~~~~~~~~
APPTO_CHART_ALPHA1~1053~rmaMp~~0001~1~0001~1~~~~~~~~~~~~~~~~~~~~
APPTO_CHART_NBRS_2_10~1053~rmaMp~~0013~9~0018~9~~~~~~~~~~~~~~~~~~~~
APPTO_CHART_NO~1053~rmaMp~~0001~15~0001~15~~~~~~~~~~~~~~~~~~~~
APPTO_CLAIM_NBR~1053~rmaMp~~0001~10~0001~10~~~~~~~~~~~~~~~~~~~~
APPTO_CLAIM_NBR2~1053~rmaMp~~0001~2~0001~2~~~~~~~~~~~~~~~~~~~~
APPTO_CLINIC_NBR~1053~rmaMp~~0001~2~0001~2~~~~~~~~~~~~~~~~~~~~
APPTO_DATA~1053~rmaMp~~0001~86~0001~86~~~~~~~~~~~~~~~~~~~~
APPTO_DEPT_NBR~1053~rmaMp~~0013~2~0018~2~~~~~~~~~~~~~~~~~~~~
APPTO_DOC_NBR~1053~rmaMp~~0013~4~0018~4~~~~~~~~~~~~~~~~~~~~
APPTO_DOCTOR_NBR~1053~rmaMp~~0013~4~0018~4~~~~~~~~~~~~~~~~~~~~
APPTO_LOCATION_CD~1053~rmaMp~~0001~4~0001~4~~~~~~~~~~~~~~~~~~~~
APPTO_OHIP_NBR~1053~rmaMp~~0001~12~0001~12~~~~~~~~~~~~~~~~~~~~
APPTO_PATIENT_ACRONYM~1053~rmaMp~~0001~9~0001~9~~~~~~~~~~~~~~~~~~~~
APPTO_PATIENT_ACRONYM3~1053~rmaMp~~0001~3~0001~3~~~~~~~~~~~~~~~~~~~~
APPTO_PATIENT_ACRONYM6~1053~rmaMp~~0001~6~0001~6~~~~~~~~~~~~~~~~~~~~
APPTO_PATIENT_FIRST_NAME~1053~rmaMp~~0001~12~0001~12~~~~~~~~~~~~~~~~~~~~
APPTO_PATIENT_FIRST_NAME3~1053~rmaMp~~0001~3~0001~3~~~~~~~~~~~~~~~~~~~~
APPTO_PATIENT_SURNAME~1053~rmaMp~~0001~15~0001~15~~~~~~~~~~~~~~~~~~~~
APPTO_PATIENT_SURNAME6~1053~rmaMp~~0001~6~0001~6~~~~~~~~~~~~~~~~~~~~
APPTO_PER_END_DATE~1053~rmaMp~~~~~~~~~~~~~~~~~~~~~~~~Y2K_DATE~
APPTO_PER_END_DATE_DD~1053~rmaMp~~0013~2~0018~2~~~~~~~~~~~~~~~~~~~~
APPTO_PER_END_DATE_MM~1053~rmaMp~~0013~2~0018~2~~~~~~~~~~~~~~~~~~~~
APPTO_PER_END_DATE_YY~1053~rmaMp~~0013~4~0018~4~~~~~~~~~~~~~~~~~~~~
APPTO_RECON_KEY_DATA~1053~rmaMp~~0001~12~0001~12~~~~~~~~~~~~~~~~~~~~
APPTO_RECORD_STATUS~1053~rmaMp~~0001~1~0001~1~~~~~~~~~~~~~~~~~~~~
APPTO_SERVICE_DATE~1053~rmaMp~~~~~~~~~~~~~~~~~~~~~~~~Y2K_DATE~
APPTO_SERVICE_DATE_DD~1053~rmaMp~~0013~2~0018~2~~~~~~~~~~~~~~~~~~~~
APPTO_SERVICE_DATE_MM~1053~rmaMp~~0013~2~0018~2~~~~~~~~~~~~~~~~~~~~
APPTO_SERVICE_DATE_R~1053~rmaMp~~~~~~~~~~~~~~~~~~~~~~~~Y2K_DATE~
APPTO_SERVICE_DATE_YY~1053~rmaMp~~0013~4~0018~4~~~~~~~~~~~~~~~~~~~~
AUDIT_DATE~1053~rmaMp~~~~~~~~~~~~~~~~~~~~~~~~Y2K_DATE~
AUDIT_TYPE~1053~rmaMp~~0001~1~0001~1~~~~~~~~~~~~~~~~~~~~
BANK_NBR~1053~rmaMp~~0013~4~0018~4~~~~~~~~~~~~~~~~^^^^~~~~
BANK_BRANCH~1053~rmaMp~~0013~5~0018~5~~~~~~~~~~~~~~~~~~~~
BANK_ACCOUNT_NBR~1053~rmaMp~~0001~12~0001~12~~~~~~~~~~~~~~~~~~~~
COMPANY_NBR~1053~rmaMp~~0013~2~0018~2~~~~~~~~~~~~~~~~~~~~
COMPANY_NAME~1053~rmaMp~~0001~40~0001~40~~~~~~~~~~~~~~~~~~~~
BANK_ADDRESS~1053~rmaMp~~0001~60~0001~60~~~~~~~~~~~~~~~~~~~~
BANK_ADDRESS1~1053~rmaMp~~0001~30~0001~30~~~~~~~~~~~~~~~~~~~~
BANK_ADDRESS2~1053~rmaMp~~0001~30~0001~30~~~~~~~~~~~~~~~~~~~~
BANK_CD~1053~rmaMp~~0001~9~0001~9~~~~~~~~~~~~~~~~~~~~
BANK_CITY~1053~rmaMp~~0001~15~0001~15~~~~~~~~~~~~~~~~~~~~
BANK_CITY_PROV~1053~rmaMp~~0001~30~0001~30~~~~~~~~~~~~~~~~~~~~
BANK_NAME~1053~rmaMp~~0001~30~0001~30~~~~~~~~~~~~~~~~~~~~
BANK_PC_123~1053~rmaMp~~0001~3~0001~3~~~~~~~~~~~~~~~~~~~~
BANK_PC_456~1053~rmaMp~~0001~3~0001~3~~~~~~~~~~~~~~~~~~~~
BANK_PC1~1053~rmaMp~~0001~1~0001~1~~~~~~~~~~~~~~~~~~~~
BANK_PC2~1053~rmaMp~~0013~1~0018~1~~~~~~~~~~~~~~~~~~~~
BANK_PC3~1053~rmaMp~~0001~1~0001~1~~~~~~~~~~~~~~~~~~~~
BANK_PC4~1053~rmaMp~~0013~1~0018~1~~~~~~~~~~~~~~~~~~~~
BANK_PC5~1053~rmaMp~~0001~1~0001~1~~~~~~~~~~~~~~~~~~~~
BANK_PC6~1053~rmaMp~~0013~1~0018~1~~~~~~~~~~~~~~~~~~~~
BANK_POSTAL_CD~1053~rmaMp~~0001~6~0001~6~~~~~~~~~~~~~~~~~~~~
BANK_PROV~1053~rmaMp~~0001~15~0001~15~~~~~~~~~~~~~~~~~~~~
BATCTRL_ADJ_CD~1053~rmaMp~~0001~1~0001~1~~~~~~~~~~~~~~~~~~~~
BATCTRL_ADJ_CD_SUB_TYPE~1053~rmaMp~~0001~1~0001~1~~~~~~~~~~~~~~~~~~~~
BATCTRL_AGENT_CD~1053~rmaMp~~0013~1~0010~2~~~~~~~~~~~~~~~~~~~~
BATCTRL_AMT_ACT~1053~rmaMp~~0013~9~0018~9~~2~~~~~~~~~~~~~~~~~~
BATCTRL_AMT_EST~1053~rmaMp~~0013~9~0018~9~~2~~~~~~~~~~~~~~~~~~
BATCTRL_AR_YY_MM~1053~rmaMp~~0001~6~0001~6~~~~~~~~~~~~~~~~~~~~
BATCTRL_BATCH_NBR~1053~rmaMp~~0001~8~0001~8~~~~~~~~~~~~~~~~~~~~
BATCTRL_BATCH_STATUS~1053~rmaMp~~0001~1~0001~1~~~~~~~~~~~~~~~~~~~~
BATCTRL_BATCH_TYPE~1053~rmaMp~~0001~1~0001~1~~~~~~~~~~~~~~~~~~~~
BATCTRL_CALC_AR_DUE~1053~rmaMp~~0013~9~0018~9~~2~~~~~~~~~~~~~~~~~~
BATCTRL_CALC_TOT_REV~1053~rmaMp~~0013~9~0018~9~~2~~~~~~~~~~~~~~~~~~
BATCTRL_CLINIC_NBR~1053~rmaMp~~0001~4~0001~4~~~~~~~~~~~~~~~~~~~~
BATCTRL_CYCLE_NBR~1053~rmaMp~~0013~3~0010~2~~~~~~~~~~~~~~~~~~~~
BATCTRL_DATE_BATCH_ENTERED~1053~rmaMp~~~~~~~~~~~~~~~~~~~~~~~~Y2K_CHAR_DATE~
BATCTRL_DATE_PERIOD_END~1053~rmaMp~~~~~~~~~~~~~~~~~~~~~~~~Y2K_CHAR_DATE~
BATCTRL_DOC_NBR_OHIP~1053~rmaMp~~0013~6~0010~4~~~~~~~~~~~~~~~~~~~~
BATCTRL_FILLER1~1053~rmaMp~~0001~6~0001~6~~~~~~~~~~~~~~~~~~~~
BATCTRL_FILLER2~1053~rmaMp~~0001~10~0001~10~~~~~~~~~~~~~~~~~~~~
BATCTRL_HOSP~1053~rmaMp~~0001~1~0001~1~~~~~~~~~~~~~~~~~~~~
BATCTRL_I_O_PAT_IND~1053~rmaMp~~0001~1~0001~1~~~~~~~~~~~~~~~~~~~~
BATCTRL_LAST_CLAIM_NBR~1053~rmaMp~~0013~2~0010~2~~~~~~~~~~~~~~~~~~~~
BATCTRL_LOC~1053~rmaMp~~0001~4~0001~4~~~~~~~~~~~~~~~~~~~~
BATCTRL_MANUAL_PAY_TOT~1053~rmaMp~~0013~9~0018~9~~2~~~~~~~~~~~~~~~~~~
BATCTRL_NBR_CLAIMS_IN_BATCH~1053~rmaMp~~0013~2~0010~2~~~~~~~~~~~~~~~~~~~~
BATCTRL_SVC_ACT~1053~rmaMp~~0013~4~0010~2~~~~~~~~~~~~~~~~~~~~
BATCTRL_SVC_EST~1053~rmaMp~~0013~4~0010~2~~~~~~~~~~~~~~~~~~~~
BATHDR_BATCH_ID~1053~rmaMp~~0013~12~0018~12~~~~~~~~~~0~~~ ~~~^^^^^^^^^^^^~~1~~
BATHDR_FILLER~1053~rmaMp~~0001~30~0001~30~~~~~~~~~~~~~~~~~~~~
BATHDR_GROUP_NUM~1053~rmaMp~~0001~4~0001~4~~~~~~~~~~~~~~~~~~~~
BATHDR_MOH_CD~1053~rmaMp~~0001~1~0001~1~~~~~~~~~~~~~~~~~~~~
BATHDR_OPER_NUM~1053~rmaMp~~0013~6~0018~6~~~~~~~~~~~~~~~~~~~~
BATHDR_OPR_NUM~1053~rmaMp~~0013~6~0018~6~~~~~~~~~~~~~~~~~~~~
BATHDR_PROVIDER_NUM~1053~rmaMp~~0013~6~0018~6~~~~~~~~~~~~~~~~~~~~
BATHDR_REC_ID~1053~rmaMp~~0001~1~0001~1~~~~~~~~~~~~~~~~~~~~
BATHDR_SPECIALITY_CD~1053~rmaMp~~0013~2~0018~2~~~~~~~~~~~~~~~~~~~~
BATHDR_SPECIALTY_CD~1053~rmaMp~~0013~2~0018~2~~~~~~~~~~~~~~~~~~~~
BATHDR_SPECIALTY_ID~1053~rmaMp~~0013~2~0018~2~~~~~~~~~~~~~~~~~~~~
BATHDR_TRANS_ID~1053~rmaMp~~0001~2~0001~2~~~~~~~~~~~~~~~~~~~~
BATHDR_RELEASE_ID~1053~rmaMp~~0001~3~0001~3~~~~~~~~~~~~~~~~~~~~
BATHDR_DEF_BATCH_I_O_IND~1053~rmaMp~~0001~1~0001~1~~~~~~~~~~~~~~~~~~~~
BATHDR_DEF_BATCH_LOCATION~1053~rmaMp~~0001~4~0001~4~~~~~~~~~~~~~~~~~~~~
BATHDR_CLINIC_1_2~1053~rmaMp~~0013~2~0018~2~~~~~~~~~~~~~~~~~~~~
BATHDR_DEPT~1053~rmaMp~~0013~2~0018~2~~~~~~~~~~~~~~~~~~~~
BATHDR_DOC_NBR~1053~rmaMp~~0001~3~0001~3~~~~~~~~~~~~~~~~~~~~
BMFILL3~1053~rmaMp~~0001~263~0001~263~~~~~~~~~~~~~~~~~~~~
BMFILL4~1053~rmaMp~~0001~197~0001~197~~~~~~~~~~~~~~~~~~~~
BMFILL5~1053~rmaMp~~0001~3~0001~3~~~~~~~~~~~~~~~~~~~~
CALENDAR_MAX~1053~rmaMp~~0013~8~0018~8~~2~~~~~~~~~~~~~~~~~~
CEICEA_PRT_CTRL~1053~rmaMp~~0013~2~0010~2~~~~~~~~~~~~~~~~~~~~
CEICEA_PRT_FORMAT~1053~rmaMp~~0001~10~0001~10~~~~~~~~~~~~~~~~~~~~
CEICEX_PRT_CTRL~1053~rmaMp~~0013~2~0010~2~~~~~~~~~~~~~~~~~~~~
CEICEX_PRT_FORMAT~1053~rmaMp~~0001~10~0001~10~~~~~~~~~~~~~~~~~~~~
CEIREQ_PRT_FORMAT~1053~rmaMp~~0001~13~0001~13~~~~~~~~~~~~~~~~~~~~
CEITAR_PRT_FORMAT~1053~rmaMp~~0001~13~0001~13~~~~~~~~~~~~~~~~~~~~
CHQ_DOC_DATA~1053~rmaMp~~0001~116~0001~016~~~~~~~~~~~~~~18~~~~~~
CHQ_REG_CLINIC_NBR_1_2~1053~rmaMp~~0013~2~0018~2~~~~~~~~~~~~~~~~~~~~
CHQ_REG_COMP_ANN_CEIL_THIS_PAY~1053~rmaMp~~0013~9~0014~5~~2~~~~~~~~~~~~~~~~~~
CHQ_REG_COMP_ANN_EXP_THIS_PAY~1053~rmaMp~~0013~9~0014~5~~2~~~~~~~~~~~~~~~~~~
CHQ_REG_DEPT~1053~rmaMp~~0013~2~0018~2~~~~~~~~~~~~~~~~~~~~
CHQ_REG_DOC_NBR~1053~rmaMp~~0001~3~0001~3~~~~~~~~~~~~~~~~~~~~
CHQ_REG_EARNINGS_THIS_MTH~1053~rmaMp~~0013~9~0014~5~~2~~~~~~~~~~~~~~~~~~
CHQ_REG_KEY~1053~rmaMp~~0001~7~0001~7~~~~~~~~~~~~~~~~~~~~
CHQ_REG_MAN_PAY_THIS_MTH~1053~rmaMp~~0013~9~0014~5~~2~~~~~~~~~~~~~~~~~~
CHQ_REG_MAN_TAX_THIS_MTH~1053~rmaMp~~0013~9~0014~5~~2~~~~~~~~~~~~~~~~~~
