2015/08/12                                     Regional Medical Associates - Hamilton                                       PAGE   1

   Dept    Doc   Doc  Doc Name                  AMT-INCEXP  AMT-TOTDED     DIFF     AMT-PAYPOT  AMT-ADVOUT  AMT-PAYEFT    Doc
   Dept    Doc   Doc  Doc Name                  AMT-INCEXP  AMT-TOTDED     DIFF     AMT-PAYPOT  AMT-ADVOUT  AMT-PAYEFT    Doc
  Company  Dept  Nbr                                                                                                       Ep
                                                                                                                        Pay Code

     1       4   410  KILLIAN                     1,886.69         .00    1,886.69   14,835.00         .00   14,835.00     1
     1       4   416  UPTON                       2,318.62         .00    2,318.62    9,006.59         .00    9,006.59     1
     1       4   438  GUYATT                           .00         .00         .00    4,596.25         .00    4,596.25     1
     1       4   44M  ORLOV                            .00         .00         .00    5,333.34         .00    5,333.34     1
     1       4   45E  PATRIQUIN                      -4.82         .00       -4.82    6,666.66         .00    6,666.66     1
     1       4   46C  BOBBA MED PROF CORP        21,874.66         .00   21,874.66   25,000.00         .00   25,000.00     1
     1       4   46E  CHAN                        4,755.87         .00    4,755.87   18,000.00         .00   18,000.00     1
     1       4   471  TURNBULL                    1,606.59    4,244.08   -2,637.49    9,462.84         .00    5,218.76     1
     1       4   478  KERIGAN                     6,856.95         .00    6,856.95    1,000.00         .00    1,000.00     1
     1       4   49H  KEITH MED PROF CORP         4,130.48         .00    4,130.48   15,416.66         .00   15,416.66     1
     1       4   50H  LEONTIADIS MED PROF CORP     -285.61         .00     -285.61   11,250.00         .00   11,250.00     1
     1       4   520  BHAGIRATH                    -473.60         .00     -473.60    6,250.00         .00    6,250.00     1
     1       4   53H  IQBAL                      12,586.67         .00   12,586.67   15,000.00         .00   15,000.00     1
     1       4   53K  MILLER MED PROF CORP       -1,072.22         .00   -1,072.22   24,166.66         .00   24,166.66     1
     1       4   552  LIMA MED PROF CORP          5,741.16         .00    5,741.16   18,333.34         .00   18,333.34     1
     1       4   55C  WEITZ MED PROF CORP         4,822.95         .00    4,822.95   10,416.66         .00   10,416.66     1
     1       4   55J  SHROFF                           .00    3,437.50   -3,437.50   13,750.00         .00   10,312.50     1
     1       4   56C  KRAEKER MED PROF CORP      -1,208.95         .00   -1,208.95   14,583.34         .00   14,583.34     1
     1       4   57L  SHAPIRO MED PROF CORP        -489.19         .00     -489.19   10,000.00         .00   10,000.00     1
     1       4   588  MOAYYEDI                     -436.24         .00     -436.24    6,666.66         .00    6,666.66     1
     1       4   59M  CHRISTIAN                        .00         .00         .00    7,000.00         .00    7,000.00     1
     1       4   61C  TANDON MED PROF CORP        9,169.06       75.00    9,094.06   35,416.66         .00   35,341.66     1
     1       4   62J  SIEGAL                     -1,006.96         .00   -1,006.96    6,250.00         .00    6,250.00     1
     1       4   62L  CHEUNG MED PROF CORP         -259.69         .00     -259.69   23,333.34         .00   23,333.34     1
     1       4   63J  SIMMS                      10,449.33         .00   10,449.33   13,750.00         .00   13,750.00     1
     1       4   63K  SHOAMANESH                  5,756.78         .00    5,756.78   24,166.66         .00   24,166.66     1
     1       4   63L  PERERA MED PROF CORP        7,407.15         .00    7,407.15   17,500.00         .00   17,500.00     1
     1       4   64C  SHARMA MED PROF CORP        6,771.89         .00    6,771.89   11,916.66         .00   11,916.66     1
     1       4   69J  SURYANARAYAN                 -731.57         .00     -731.57    6,250.00         .00    6,250.00     1
     1       4   709  NAIR                        7,950.00         .00    7,950.00    7,083.34         .00    7,083.34     1
     1       4   70F  AL-HAZZANI                    385.48         .00      385.48   19,166.66         .00   19,166.66     1
     1       4   733  INGRAM MED PROF CORP        2,873.75         .00    2,873.75   24,166.66         .00   24,166.66     1
     1       4   75A  SCHULMAN MED PROF CORP      2,574.94         .00    2,574.94    8,333.34         .00    8,333.34     1
     1       4   75C  SCHUNEMANN MED PROF CORP      303.37         .00      303.37    3,333.34         .00    3,333.34     1
     1       4   761  TO MED PROF CORP           -2,111.92         .00   -2,111.92   22,916.68         .00   22,916.68     1
     1       4   770  PUGLIA MED PROF CORP        3,012.61         .00    3,012.61   23,750.00         .00   23,750.00     1
     1       4   77K  BRANDT-VEGAS MED PROF CO     -331.69         .00     -331.69   23,333.34         .00   23,333.34     1
     1       4   781  DOUKETIS                   12,480.74         .00   12,480.74   13,333.34         .00   13,333.34     1
     1       4   78C  MUNIZ MED PROF CORP        15,583.57         .00   15,583.57   15,250.00         .00   15,250.00     1
     1       4   79J  LAU                        -1,109.72         .00   -1,109.72   14,583.34         .00   14,583.34     1
     1       4   83E  NEIGHBOUR MED PROF CORP     7,282.44         .00    7,282.44    6,833.34         .00    6,833.34     1
     1       4   84C  LANZINI                     4,997.37         .00    4,997.37   12,916.66         .00   12,916.66     1
     1       4   86H  LI MED PROF CORP           13,585.09         .00   13,585.09   10,000.00         .00   10,000.00     1
     1       4   87C  MORILLO MED PROF CORP       5,721.83         .00    5,721.83   15,833.34         .00   15,833.34     1
     1       4   91E  PAPAIOANNOU MED PROF COR   24,848.93         .00   24,848.93   15,833.34         .00   15,833.34     1
     1       4   91J  DEWIT                      12,649.67         .00   12,649.67   16,000.00         .00   16,000.00     1
     1       4   923  CIVIDINO MED PROF CORP     42,695.35         .00   42,695.35   29,583.34         .00   29,583.34     1
     1       4   92C  BRAGA MED PROF CORP           -62.58         .00      -62.58    9,166.66         .00    9,166.66     1
     1       4   92F  CHUI MED PROF                 -74.01         .00      -74.01   19,166.66         .00   19,166.66     1
     1       4   939  SPAZIANI MED PROF CORP       -408.11         .00     -408.11   11,250.00         .00   11,250.00     1
     1       4   93J  NADEN                       2,657.45         .00    2,657.45   23,333.34         .00   23,333.34     1
     1       4   94J  SIBBALD                    57,357.06         .00   57,357.06   60,000.00         .00   60,000.00     1
     1       4   94K  ALBASHIR MED PROF CORP       -252.28         .00     -252.28   10,000.00         .00   10,000.00     1
     1       4   965  WALSH MED PROF CORP           -73.49         .00      -73.49   17,916.66         .00   17,916.66     1
2015/08/12                                     Regional Medical Associates - Hamilton                                       PAGE   7

   Dept    Doc   Doc  Doc Name                  AMT-INCEXP  AMT-TOTDED     DIFF     AMT-PAYPOT  AMT-ADVOUT  AMT-PAYEFT    Doc
  Company  Dept  Nbr                                                                                                       Ep
                                                                                                                        Pay Code

     1       4   96J  OCZKOWSKI                  21,424.98         .00   21,424.98    8,500.00         .00    8,500.00     1
     1       4   980  COX MED PROF CORP           5,548.49         .00    5,548.49   15,933.34         .00   15,933.34     1
     1       4   986  RAGHAVAN                   11,180.31         .00   11,180.31   18,333.34         .00   18,333.34     1
     1       4   989  XENODEMETROPOULOS MED PR   18,350.64         .00   18,350.64   19,250.00         .00   19,250.00     1
     1       4   98L  YAGHOOBI MED PROF CORP       -289.93         .00     -289.93   15,416.66         .00   15,416.66     1
     1       4   99A  GINSBERG MED PROF CORP       -102.14      779.17     -881.31    1,666.66         .00      887.49     1
     1       4   99K  GOMEZ VARGAS MED PROF CO      436.61         .00      436.61   30,083.34         .00   30,083.34     1
     1       4   D34  HANMIAH MED PROF CORP         945.67         .00      945.67   26,666.66         .00   26,666.66     1
     1       4   D69  CARLISLE MED PROF CORP       -361.52         .00     -361.52   23,583.34         .00   23,583.34     1
     1       4   E56  ALLEN                      11,425.60         .00   11,425.60    7,500.00         .00    7,500.00     1
     1       4   E66  LONN MED PROF CORP             31.47         .00       31.47   32,000.00         .00   32,000.00     1
     1       4   E72  WORSTER MED PROF CORP       1,688.93         .00    1,688.93    9,000.00         .00    9,000.00     1
     1       4   E88  HUNT MED PROF CORP          8,804.43         .00    8,804.43   14,583.34         .00   14,583.34     1
     1       4   F52  MORILLO MED PROF CORP      15,276.38         .00   15,276.38   30,000.00         .00   30,000.00     1
     1       4   F80  NATARAJAN MED PROF CORP    12,695.81         .00   12,695.81   33,333.34         .00   33,333.34     1
     1       4   F82  TIBONI MED PROF CORP         -759.76         .00     -759.76   19,500.00         .00   19,500.00     1
     1       4   F99  ROKOSS MED PROF CORP       21,791.68         .00   21,791.68   16,666.66         .00   16,666.66     1
     1       4   G05  SALENA MED PROF CORP        5,244.57         .00    5,244.57   22,727.50         .00   22,727.50     1
     1       4   G14  SOTH MED PROF CORP         10,591.75         .00   10,591.75   37,500.00         .00   37,500.00     1
     1       4   G27  SINGHAL                    17,417.01         .00   17,417.01   10,083.34         .00   10,083.34     1
     1       4   G31  COOK MED PROF CORP         -1,189.56         .00   -1,189.56   11,250.00         .00   11,250.00     1
     1       4   G52  ARMSTRONG MED PROF CORP    -1,261.22         .00   -1,261.22    9,166.66         .00    9,166.66     1
     1       4   G70  MEHTA MED PROF CORP        42,049.54         .00   42,049.54   41,666.66         .00   41,666.66     1
     1       4   H10  PANJU MED PROF CORP          -890.49         .00     -890.49   15,000.00         .00   15,000.00     1
     1       4   H19  MOHAMMED MED PROF CORP      6,902.26         .00    6,902.26   15,000.00         .00   15,000.00     1
     1       4   H43  EIKELBOOM MED PROF CORP      -523.57         .00     -523.57    8,333.34         .00    8,333.34     1
     1       4   H54  CHAN MED PROF CORP          2,374.05         .00    2,374.05   10,000.00         .00   10,000.00     1
     1       4   H87  DUONG                         899.50         .00      899.50    9,166.66         .00    9,166.66     1
     1       4   J21  SHERBINO MED PROF CORP           .00         .00         .00   30,000.00         .00   30,000.00     1
     1       4   J26  ARLEN MED PROF CORP        -1,570.82         .00   -1,570.82   13,816.66         .00   13,816.66     1
     1       4   J29  HAIDER MED PROF CORP         -503.97         .00     -503.97    9,166.66         .00    9,166.66     1
     1       4   J36  KEARON MED PROF CORP        6,193.16         .00    6,193.16   12,420.00         .00   12,420.00     1
     1       4   J39  MARR                       11,374.99         .00   11,374.99   11,666.66         .00   11,666.66     1
     1       4   J58  GANGULI MED PROF CORP       5,433.71         .00    5,433.71   11,250.00         .00   11,250.00     1
     1       4   J84  RIBAS MED PROF CORP          -873.70         .00     -873.70   24,000.00         .00   24,000.00     1
     1       4   J85  TRELEAVEN MED PROF CORP    -1,071.42         .00   -1,071.42   18,166.66         .00   18,166.66     1
     1       4   J86  FREITAG MED PROF CORP      23,502.01         .00   23,502.01   30,000.00         .00   30,000.00     1
     1       4   J89  BRIMBLE MED PROF CORP      -1,712.29         .00   -1,712.29   23,845.00         .00   23,845.00     1
     1       4   K07  SHETH MED PROF CORP        26,550.16         .00   26,550.16   18,333.34         .00   18,333.34     1
     1       4   K16  GANGJI MED PROF CORP         -911.23         .00     -911.23   22,333.34         .00   22,333.34     1
     1       4   K17  KREPINSKY MED PROF CORP      -900.30         .00     -900.30   23,583.34         .00   23,583.34     1
     1       4   K20  BERCIK                       -945.46         .00     -945.46   10,416.66         .00   10,416.66     1
     1       4   K30  DORASAMY MED PROF CORP      5,910.30         .00    5,910.30   14,260.00         .00   14,260.00     1
     1       4   K36  CROWTHER MED PROF CORP     31,279.64         .00   31,279.64    5,416.66         .00    5,416.66     1
     1       4   K69  MARSHALL MED PROF CORP     17,405.01         .00   17,405.01   25,000.00         .00   25,000.00     1
     1       4   K70  HARPER MED PROF CORP       15,411.10         .00   15,411.10   13,750.00         .00   13,750.00     1
     1       4   K81  SAHLAS                        179.49    4,500.00   -4,320.51   11,250.00         .00    6,750.00     1
     1       4   K87  ANAND MED PROF CORP        10,446.29         .00   10,446.29    5,833.34         .00    5,833.34     1
     1       4   K96  LUMB MED PROF CORP         17,007.40         .00   17,007.40   20,750.00         .00   20,750.00     1
     1       4   L56  YOU MED PROF CORP              -9.07         .00       -9.07    3,333.34         .00    3,333.34     1
     1       4   L62  GERSTEIN MED PROF CORP        263.70         .00      263.70   13,715.91         .00   13,715.91     1
     1       4   L76  MARGETTS MED PROF CORP       -209.39         .00     -209.39   23,833.34         .00   23,833.34     1
     1       4   L80  WHITTINGHAM MED PROF COR     -854.05         .00     -854.05   15,833.34         .00   15,833.34     1
     1       4   L83  PAI                           996.55         .00      996.55    7,500.00         .00    7,500.00     1
2015/08/12                                     Regional Medical Associates - Hamilton                                       PAGE   8

   Dept    Doc   Doc  Doc Name                  AMT-INCEXP  AMT-TOTDED     DIFF     AMT-PAYPOT  AMT-ADVOUT  AMT-PAYEFT    Doc
  Company  Dept  Nbr                                                                                                       Ep
                                                                                                                        Pay Code

     1       4   L90  LEBER MED PROF CORP        21,254.86         .00   21,254.86   13,516.66         .00   13,516.66     1
     1       4   L98  WALKER MED PROF CORP        1,845.84         .00    1,845.84   16,354.16         .00   16,354.16     1
     1       4   M08  YANG                             .00         .00         .00   23,666.66         .00   23,666.66     1
     1       4   M16  COLLINS MED PROF CORP      10,261.74         .00   10,261.74    6,666.66         .00    6,666.66     1
     1       4   M17  PATEL MED PROF CORP           979.35         .00      979.35   30,000.00         .00   30,000.00     1
     1       4   M19  JOLLY MED PROF CORP        29,327.28         .00   29,327.28   45,833.34         .00   45,833.34     1
     1       4   M23  LIM MED PROF CORP            -915.51         .00     -915.51   10,445.41         .00   10,445.41     1
     1       4   M43  FOX-ROBICHAUD MED PROF      1,402.94         .00    1,402.94   16,666.66         .00   16,666.66     1
     1       4   M71  TEO MED PROF CORP           3,504.80         .00    3,504.80    9,583.34         .00    9,583.34     1
     1       4   M79  WASI MED PROF CORP         -2,103.92         .00   -2,103.92   26,666.66         .00   26,666.66     1
     1       4   M91  JAESCHKE MED PROF CORP     20,071.99         .00   20,071.99   10,000.00         .00   10,000.00     1
     1       4   M98  PUNTHAKEE MED PROF CORP     4,461.24         .00    4,461.24   16,666.66         .00   16,666.66     1
     1       4   N72  ADACHI MED PROF CORP       -1,424.17         .00   -1,424.17   10,015.00         .00   10,015.00     1
     1       4   N97  GROSS MED PROF CORP         5,481.50         .00    5,481.50   12,083.34         .00   12,083.34     1
     1       4   P12  WELSFORD MED PROF CORP      7,994.65         .00    7,994.65    7,083.34         .00    7,083.34     1
     1       4   P18  RABBAT MED PROF CORP          619.14         .00      619.14   19,483.34         .00   19,483.34     1
     1       4   P19  MEADE MED PROF CORP         3,950.71         .00    3,950.71   17,916.66         .00   17,916.66     1
     1       4   P26  WOODWARD                    2,012.43         .00    2,012.43   12,500.00         .00   12,500.00     1
     1       4   P27  MATSOS                     13,990.15         .00   13,990.15   11,666.66         .00   11,666.66     1
     1       4   P36  PERRI MED PROF CORP        -1,929.51         .00   -1,929.51   21,666.66         .00   21,666.66     1
     1       4   P41  LUTHRA MED PROF CORP        4,199.44         .00    4,199.44   10,833.34         .00   10,833.34     1
     1       4   P59  TUNKS                         324.66    7,000.00   -6,675.34   11,666.66         .00    4,666.66     1
     1       4   P73  DENBURG MED PROF CORP       4,337.52         .00    4,337.52    2,083.34         .00    2,083.34     1
     1       4   P79  KHAN MED PROF CORP           -864.24         .00     -864.24    8,129.01         .00    8,129.01     1
     1       4   R29  BROZEK                           .00         .00         .00    5,666.66         .00    5,666.66     1
     1       4   R42  BAKER MED PROF CORP        16,018.66         .00   16,018.66   20,000.00         .00   20,000.00     1
     1       4   R79  AZZAM MED PROF CORP           934.87         .00      934.87   20,000.00         .00   20,000.00     1
     1       4   R95  PREBTANI MED PROF CORP      2,423.82         .00    2,423.82   13,500.00         .00   13,500.00     1
     1       4   R98  YAKUBOVICH                    -47.19         .00      -47.19    2,916.66         .00    2,916.66     1
     1       4   T50  DOKAINISH                    -802.84         .00     -802.84   30,833.34         .00   30,833.34     1
     1       4   T52  HOLBROOK MED PROF CORP        -22.93         .00      -22.93   13,000.00         .00   13,000.00     1
     1       4   T67  KARACHI MED PROF CORP      49,677.22         .00   49,677.22   24,916.66         .00   24,916.66     1
     1       4   T99  TSE MED PROF CORP           2,478.86         .00    2,478.86   20,000.00         .00   20,000.00     1
     1       4   V02  GREENWALD MED PROF CORP    15,397.87         .00   15,397.87   27,916.66         .00   27,916.66     1
     1       4   V06  TSOI MED PROF CORP          6,453.76         .00    6,453.76   21,250.00         .00   21,250.00     1
     1       4   V28  HART MED PROF CORP           -601.60         .00     -601.60    9,966.66         .00    9,966.66     1
     1       4   V29  JONES MED PROF CORP        -2,044.67         .00   -2,044.67    9,583.34         .00    9,583.34     1
     1       4   V33  YUSUF MED PROF CORP         3,233.71         .00    3,233.71   16,666.66         .00   16,666.66     1
     1       4   V50  MAZUREK MED PROF CORP        -283.16         .00     -283.16   10,328.25         .00   10,328.25     1
     1       4   V85  KRAUS MED PROF CORP          -924.65         .00     -924.65   15,416.66         .00   15,416.66     1
     1       4   W05  CHAKROBORTY MED PROF COR     -285.38         .00     -285.38   18,000.00         .00   18,000.00     1
     1       4   W29  MAGLOIRE MED PROF CORP       -643.44         .00     -643.44   12,416.66         .00   12,416.66     1
     1       4   W30  MALLIN MED PROF CORP        8,386.10         .00    8,386.10   12,000.00         .00   12,000.00     1
     1       4   W40  ACKERMAN                    4,429.10         .00    4,429.10    8,333.34         .00    8,333.34     1
     1       4   W71  KHALIDI                    30,934.83         .00   30,934.83   12,000.00         .00   12,000.00     1
     1       4   W72  O'BYRNE MED PROF CORP       5,906.27         .00    5,906.27   22,671.99         .00   22,671.99     1
     1       4   W87  MAZZADI MED PROF CORP      -1,717.64         .00   -1,717.64   19,166.66         .00   19,166.66     1
     1       4   W95  SCHWALM MED PROF CORP      -1,715.32         .00   -1,715.32   50,000.00         .00   50,000.00     1
     1       4   X28  NESATHURAI                  3,628.51    8,000.00   -4,371.49   11,166.66         .00    3,166.66     1
     1       4   X45  MCLEOD                     13,000.00         .00   13,000.00   13,333.34         .00   13,333.34     1
     1       4   X53  FULFORD MED PROF CORP      14,442.72         .00   14,442.72   11,166.66         .00   11,166.66     1
     1       4   X59  DIVAKARA MENON MED PROF     2,287.61         .00    2,287.61   15,000.00         .00   15,000.00     1
     1       4   X69  LINKINS MED PROF CORP       6,513.74         .00    6,513.74    7,500.00         .00    7,500.00     1
     1       4   X70  KOLB MED PROF CORP         51,571.32         .00   51,571.32    5,833.34         .00    5,833.34     1
2015/08/12                                     Regional Medical Associates - Hamilton                                       PAGE   9

   Dept    Doc   Doc  Doc Name                  AMT-INCEXP  AMT-TOTDED     DIFF     AMT-PAYPOT  AMT-ADVOUT  AMT-PAYEFT    Doc
  Company  Dept  Nbr                                                                                                       Ep
                                                                                                                        Pay Code

     1       4   X75  LEGASSIE MED PROF CORP        382.15         .00      382.15   10,416.66         .00   10,416.66     1
     1       4   Y01  YEGAPPAN MED PROF CORP       -549.41         .00     -549.41   12,000.00         .00   12,000.00     1
     1       4   Y06  MCMULLIN MED PROF CORP        790.61         .00      790.61   16,666.66         .00   16,666.66     1
     1       4   Y10  ARNOLD MED PROF CORP       10,389.97         .00   10,389.97   12,083.34         .00   12,083.34     1
     1       4   Y20  TALMAN MED PROF CORP        9,699.05         .00    9,699.05   12,916.66         .00   12,916.66     1
     1       4   Y22  DEMERS MED PROF CORP        8,463.57         .00    8,463.57   18,333.34         .00   18,333.34     1
     1       4   Y33  VERHOVSEK MED PROF CORP     1,319.44         .00    1,319.44    9,583.34         .00    9,583.34     1
     1       4   Y35  O'SHEA MED PROF CORP         -255.25         .00     -255.25   12,500.00         .00   12,500.00     1
     1       4   Y40  NEARY MED PROF CORP          -270.84         .00     -270.84   15,000.00         .00   15,000.00     1
     1       4   Y48  WOO MED PROF CORP          11,618.75         .00   11,618.75   11,916.66         .00   11,916.66     1
     1       4   Y55  MISIASZEK MED PROF CORP    14,868.75         .00   14,868.75   15,250.00         .00   15,250.00     1

     1       4   05A  GAGNON MED PROF CORP          -82.81         .00      -82.81      -82.81       82.81         .00     3

     1       5   144  GARSIDE                     1,054.59         .00    1,054.59         .00         .00         .00     0
     1       5   30E  BOURSIQUOT                   -509.06         .00     -509.06         .00         .00         .00     0
     1       5   355  JOHNSTON                     -162.91         .00     -162.91         .00         .00         .00     0

     1       5   018  WEBB                       12,827.29         .00   12,827.29   14,725.84         .00   14,725.84     1
     1       5   025  DAVINE                      7,849.12         .00    7,849.12   14,276.66         .00   14,276.66     1
     1       5   027  FREY MED PROF CORP         18,636.27         .00   18,636.27   15,000.00         .00   15,000.00     1
     1       5   02E  BENNETT                     1,615.65         .00    1,615.65    8,166.66         .00    8,166.66     1
     1       5   05M  ANGLIN MED PROF CORP        4,344.19         .00    4,344.19   15,416.66         .00   15,416.66     1
     1       5   08E  MINUZZI                     7,958.01         .00    7,958.01    9,166.66         .00    9,166.66     1
     1       5   20C  SAMAAN MED PROF CORP          -64.13         .00      -64.13   14,583.34         .00   14,583.34     1
     1       5   28C  SORENI MED PROF CORP          750.55         .00      750.55    7,833.34         .00    7,833.34     1
     1       5   376  MACMILLAN                      -7.90         .00       -7.90      930.66         .00      930.66     1
     1       5   42K  MCDONALD                   22,516.12         .00   22,516.12   19,166.66         .00   19,166.66     1
     1       5   43L  POOLACHERLA MED PROF COR    5,685.09         .00    5,685.09   10,000.00         .00   10,000.00     1
     1       5   46J  CROWSON MED PROF CORP       2,550.72         .00    2,550.72   18,500.00         .00   18,500.00     1
     1       5   46M  RUDNICK                          .00         .00         .00   16,666.66         .00   16,666.66     1
     1       5   505  ZIPURSKY MED PROF CORP     23,931.12         .00   23,931.12   22,527.16         .00   22,527.16     1
     1       5   50C  VAN LIESHOUT MED PROF CO   14,311.62         .00   14,311.62   17,500.00         .00   17,500.00     1
     1       5   522  SWINSON                     5,170.51         .00    5,170.51    9,000.00         .00    9,000.00     1
     1       5   526  SPINNER                    17,733.80   10,032.21    7,701.59   14,276.66         .00    4,244.45     1
     1       5   532  VAN AMERINGEN                -731.83         .00     -731.83   17,050.91         .00   17,050.91     1
     1       5   541  MANCINI                    13,276.21         .00   13,276.21   14,333.00         .00   14,333.00     1
     1       5   568  CHAIMOWITZ                    -48.93         .00      -48.93    1,688.09         .00    1,688.09     1
     1       5   56L  ROSATO MED PROF CORP          195.47         .00      195.47   10,000.00         .00   10,000.00     1
     1       5   67F  COUTURIER MED PROF CORP    23,457.72         .00   23,457.72   11,666.66         .00   11,666.66     1
     1       5   70M  PRAT                             .00         .00         .00   15,000.00         .00   15,000.00     1
     1       5   805  BOYLAN MED PROF CORP        5,355.91         .00    5,355.91   12,500.00         .00   12,500.00     1
     1       5   80H  AKHTAR                      7,252.23         .00    7,252.23   17,500.00         .00   17,500.00     1
     1       5   87A  SASSI MED PROF CORP         9,972.88         .00    9,972.88   12,500.00         .00   12,500.00     1
     1       5   901  SAPERSON (GOLDBERG CORP)    7,882.15         .00    7,882.15    5,000.00         .00    5,000.00     1
     1       5   914  HASEY                         968.31         .00      968.31    8,333.34         .00    8,333.34     1
     1       5   92H  KATES MED PROF CORP         4,262.17         .00    4,262.17   12,955.50         .00   12,955.50     1
     1       5   C42  LEWIS                       1,964.82         .00    1,964.82   10,416.66         .00   10,416.66     1
     1       5   C49  LEVINSON                    2,424.57         .00    2,424.57    5,666.66         .00    5,666.66     1
     1       5   G96  ARCHIE MED PROF CORP        4,318.24         .00    4,318.24    8,750.00         .00    8,750.00     1
     1       5   H50  GEORGE                      5,370.11         .00    5,370.11   16,666.66         .00   16,666.66     1
     1       5   H75  MENEZES                    10,558.52         .00   10,558.52   15,000.00         .00   15,000.00     1
     1       5   N02  MARTIN MED PROF CORP         -417.90         .00     -417.90    2,083.34         .00    2,083.34     1
     1       5   N89  GOLDBERG MED PROF CORP      3,287.35         .00    3,287.35    4,291.16         .00    4,291.16     1
2015/08/12                                     Regional Medical Associates - Hamilton                                       PAGE  10

   Dept    Doc   Doc  Doc Name                  AMT-INCEXP  AMT-TOTDED     DIFF     AMT-PAYPOT  AMT-ADVOUT  AMT-PAYEFT    Doc
  Company  Dept  Nbr                                                                                                       Ep
                                                                                                                        Pay Code

     1       5   P23  LIPMAN MED PROF CORP          603.05         .00      603.05    9,110.75         .00    9,110.75     1
     1       5   V51  ROSEBUSH MED PROF CORP      9,049.57         .00    9,049.57   10,381.66         .00   10,381.66     1
     1       5   W31  WOODBURY-SMITH MED PROF     4,677.09         .00    4,677.09    5,504.00         .00    5,504.00     1

     1       5   500  WEERASEKERA MED PROF COR   -3,505.04         .00   -3,505.04   -3,505.04    3,505.04         .00     4

     1       6   E84  BRENNAN                    12,677.08         .00   12,677.08         .00         .00         .00     0
     1       6   E85  DEFRANCE                   11,878.50         .00   11,878.50         .00         .00         .00     0

     1       6   16F  CHAMBERLAIN MED PROF COR         .00         .00         .00    9,166.66         .00    9,166.66     1
     1       6   19M  HORNIACHEK                       .00         .00         .00    5,833.34         .00    5,833.34     1
     1       6   228  FEDORKOW                    4,350.14         .00    4,350.14    4,316.66         .00    4,316.66     1
     1       6   249  DONNERY MED PROF CORP       3,847.43         .00    3,847.43   28,000.00         .00   28,000.00     1
     1       6   434  HAMOUDI MED PROF CORP      18,811.89         .00   18,811.89   37,500.00         .00   37,500.00     1
     1       6   56F  BRENNAN MED PROF CORP            .00         .00         .00   23,750.00         .00   23,750.00     1
     1       6   606  MOHIDE                      7,824.23    7,981.08     -156.85   16,627.25         .00    8,646.17     1
     1       6   61K  SACCHINI MED PROF CORP     14,168.94         .00   14,168.94   15,000.00         .00   15,000.00     1
     1       6   69F  MORAIS MED PROF CORP       15,299.82         .00   15,299.82   28,000.00         .00   28,000.00     1
     1       6   82H  COSTESCU MED PROF CORP     41,216.35         .00   41,216.35   19,166.66         .00   19,166.66     1
     1       6   875  BEST MED PROF CORP         17,763.93         .00   17,763.93   22,500.00         .00   22,500.00     1
     1       6   D96  MCDONALD                   13,975.19         .00   13,975.19   12,500.00         .00   12,500.00     1
     1       6   J56  CULLIMORE MED PROF CORP    11,935.31         .00   11,935.31   20,516.66         .00   20,516.66     1
     1       6   K78  SMITH MED PROF CORP           678.65         .00      678.65   26,333.34         .00   26,333.34     1
     1       6   N36  GANGAM MED PROF CORP          -49.02         .00      -49.02   30,000.00         .00   30,000.00     1
     1       6   N71  WINSOR MED PROF CORP        3,182.31         .00    3,182.31   19,000.00         .00   19,000.00     1
     1       6   P11  PERSADIE MED PROF CORP     37,829.65         .00   37,829.65   42,416.66         .00   42,416.66     1
     1       6   R49  DEFRANCE MED PROF CORP           .00         .00         .00   27,500.00         .00   27,500.00     1
     1       6   V87  MUELLER MED PROF CORP       8,120.56         .00    8,120.56    8,333.34         .00    8,333.34     1
     1       6   W63  LEYLAND MED PROF CORP      -2,521.85         .00   -2,521.85   37,500.00         .00   37,500.00     1

     1       7   52J  GOLDFARB MED PROF CORP         74.84         .00       74.84         .00         .00         .00     0
     1       7   590  BRILL MED PROF CORP           -25.85         .00      -25.85         .00         .00         .00     0
     1       7   81C  NWEBUBE MED PROF CORP       2,379.97         .00    2,379.97         .00         .00         .00     0

     1       7   017  VAN DER MEULEN             16,833.33    6,207.50   10,625.83   15,916.66         .00    9,709.16     1
     1       7   02A  RONEN MED PROF CORP        12,072.30         .00   12,072.30   11,166.66         .00   11,166.66     1
     1       7   036  GRANT                       6,291.40         .00    6,291.40   14,833.34         .00   14,833.34     1
     1       7   119  PORTWINE                   15,750.00         .00   15,750.00   14,833.34         .00   14,833.34     1
     1       7   13E  MEANEY MED PROF CORP       16,583.33         .00   16,583.33   15,666.66         .00   15,666.66     1
     1       7   148  SHAH                       12,500.00         .00   12,500.00   13,666.66         .00   13,666.66     1
     1       7   14E  FINDLAY MED PROF CORP      24,083.33         .00   24,083.33   23,166.66         .00   23,166.66     1
     1       7   15C  LLOYD MED PROF CORP        19,250.00         .00   19,250.00   18,333.34         .00   18,333.34     1
     1       7   15H  PERNICA MED PROF CORP       5,879.62         .00    5,879.62   14,833.34         .00   14,833.34     1
     1       7   17M  KEARNEY                     8,247.35         .00    8,247.35   16,666.66         .00   16,666.66     1
     1       7   185  BREAKEY                    14,666.67         .00   14,666.67   13,750.00         .00   13,750.00     1
     1       7   19C  SAMAAN MED PROF CORP       14,666.67         .00   14,666.67   13,750.00         .00   13,750.00     1
     1       7   210  CHAN MED PROF CORP         14,500.00         .00   14,500.00   13,583.34         .00   13,583.34     1
